,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
50932, Filatov Lug ,6566000,14,walk,developer                 ,0,118,15,17,1,53,53,53
50933, Filatov Lug ,16048700,12,walk,developer                 ,0,110,16,16,,53,53,53
50934, Tulskaia ,21950000,10,transport,owner                 ,0,776,3,5,3,71,56,9
50935, Filatov Lug ,9693880,12,walk,developer                 ,0,109,16,16,1,53,53,53
50936, Filatov Lug ,9636360,12,walk,developer                 ,0,13,16,16,,53,53,53
50937, Filatov Lug ,6974600,14,walk,developer                 ,0,10,11,17,1,53,53,53
50938, Filatov Lug ,12560400,12,walk,developer                 ,0,106,1,16,2,54,31,10
50939, Filatov Lug ,7851750,12,walk,developer                 ,0,107,5,16,1,53,53,53
50940, Filatov Lug ,12639900,12,walk,developer                 ,0,122,10,16,,53,53,53
50941, Filatov Lug ,12916770,12,walk,developer                 ,0,106,9,16,2,53,53,53
50942, Filatov Lug ,12359760,12,walk,developer                 ,0,111,1,16,2,53,53,53
50943, Filatov Lug ,9945900,12,walk,developer                 ,0,96,3,16,1,43,12,21
50944, Filatov Lug ,9565720,12,walk,developer                 ,0,112,8,16,1,53,53,53
50945, Filatov Lug ,9168380,12,walk,developer                 ,0,108,16,16,1,53,53,53
50946, Filatov Lug ,7348820,12,walk,developer                 ,0,116,16,16,1,53,53,53
50947, Filatov Lug ,12784320,12,walk,developer                 ,0,125,15,16,,53,53,53
50948, Filatov Lug ,7250960,12,walk,developer                 ,0,99,8,16,1,53,53,53
50949, Filatov Lug ,9545970,12,walk,developer                 ,0,99,9,16,1,53,53,53
50950, Filatov Lug ,14377150,12,walk,developer                 ,0,114,9,16,3,53,53,53
50951, Filatov Lug ,15346680,12,walk,developer                 ,0,117,12,16,,53,53,53
50952, Filatov Lug ,12293040,12,walk,developer                 ,0,93,2,16,2,53,53,53
50953, Filatov Lug ,12799020,12,walk,developer                 ,0,113,16,16,2,53,53,53
50954, Filatov Lug ,13446870,12,walk,developer                 ,0,113,16,16,,53,53,53
50955, Filatov Lug ,9388770,12,walk,developer                 ,0,113,5,16,1,53,53,53
50956, Filatov Lug ,12661740,12,walk,developer                 ,0,118,11,16,,53,53,53
50957, Filatov Lug ,16107150,12,walk,developer                 ,0,121,15,16,,53,53,53
50958, Filatov Lug ,13020570,12,walk,developer                 ,0,107,16,16,,53,53,53
50959, Filatov Lug ,8099700,12,walk,developer                 ,0,97,15,16,1,53,53,53
50960, Filatov Lug ,13654920,12,walk,developer                 ,0,115,1,16,3,53,53,53
50961, Filatov Lug ,12671250,12,walk,developer                 ,0,79,15,16,,53,53,53
50962, Filatov Lug ,14599680,12,walk,developer                 ,0,117,2,16,3,53,53,53
50963, Filatov Lug ,12705420,12,walk,developer                 ,0,116,16,16,,53,53,53
50964, Filatov Lug ,10350100,12,walk,developer                 ,0,41,13,16,1,43,12,21
50965, Tulskaia ,21950000,10,transport,owner                 ,0,776,3,5,3,71,56,9
50966, Filatov Lug ,7191510,12,walk,developer                 ,0,104,2,16,1,53,53,53
50967, Filatov Lug ,12556800,12,walk,developer                 ,0,113,10,16,,53,53,53
50968, Filatov Lug ,12523770,12,walk,developer                 ,0,109,11,16,,53,53,53
50969, Filatov Lug ,7362800,12,walk,developer                 ,0,10,14,16,1,53,53,53
50970, Filatov Lug ,12052490,12,walk,developer                 ,0,119,12,16,,53,53,53
50971, Filatov Lug ,7757960,12,walk,developer                 ,0,105,7,16,1,53,53,53
50972, Filatov Lug ,11551840,12,walk,developer                 ,0,111,2,16,2,53,53,53
50973, Filatov Lug ,11627200,12,walk,developer                 ,0,105,1,16,2,53,53,53
50974, Filatov Lug ,10078740,12,walk,developer                 ,0,123,9,16,1,53,53,53
50975, Filatov Lug ,7526620,12,walk,developer                 ,0,122,2,16,1,53,53,53
50976, Filatov Lug ,7806380,12,walk,developer                 ,0,113,8,16,1,53,53,53
50977, Filatov Lug ,14242320,12,walk,developer                 ,0,107,16,16,,53,53,53
50978, Filatov Lug ,9643200,12,walk,developer                 ,0,13,9,16,1,53,53,53
50979, Filatov Lug ,9391200,12,walk,developer                 ,0,119,1,16,1,53,53,53
50980, Filatov Lug ,9384160,12,walk,developer                 ,0,105,13,16,1,53,53,53
50981, Filatov Lug ,16568100,12,walk,developer                 ,0,115,3,16,3,53,53,53
50982, Filatov Lug ,17419080,12,walk,developer                 ,0,111,1,16,3,53,53,53
50983, Filatov Lug ,10483400,12,walk,developer                 ,0,119,8,16,1,43,12,21
50984, Filatov Lug ,16261860,12,walk,developer                 ,0,100,1,16,3,53,53,53
50985, Filatov Lug ,9052400,12,walk,developer                 ,0,96,1,16,1,53,53,53
50986, Filatov Lug ,9470470,12,walk,developer                 ,0,13,8,16,1,53,53,53
50987, Filatov Lug ,10402960,12,walk,developer                 ,0,107,4,16,1,6,12,21
50988, Filatov Lug ,15190680,12,walk,developer                 ,0,102,1,16,3,53,53,53
50989, Filatov Lug ,10537800,12,walk,developer                 ,0,117,2,16,1,53,53,53
50990, Filatov Lug ,10573700,12,walk,developer                 ,0,106,11,16,1,43,12,21
50991, Filatov Lug ,16396240,12,walk,developer                 ,0,103,9,16,3,53,53,53
50992, Filatov Lug ,15560160,12,walk,developer                 ,0,102,6,16,3,53,53,53
50993, Filatov Lug ,10612400,12,walk,developer                 ,0,39,16,16,1,43,12,21
50994, Filatov Lug ,10722120,12,walk,developer                 ,0,112,8,16,1,53,53,53
50995, Filatov Lug ,9757680,12,walk,developer                 ,0,107,15,16,,53,53,53
50996, Tulskaia ,21950000,10,transport,owner                 ,0,776,3,5,3,71,56,9
50997, Filatov Lug ,17151800,12,walk,developer                 ,0,118,11,16,,53,53,53
50998, Filatov Lug ,10503300,12,walk,developer                 ,0,106,1,16,1,53,53,53
50999, Filatov Lug ,9259560,12,walk,developer                 ,0,94,11,16,,53,53,53
51000, Filatov Lug ,9209720,12,walk,developer                 ,0,116,9,16,1,53,53,53
51001, Filatov Lug ,10820900,12,walk,developer                 ,0,123,11,16,,53,53,53
51002, Filatov Lug ,9291600,12,walk,developer                 ,0,111,16,16,,53,53,53
51003, Filatov Lug ,9715650,12,walk,developer                 ,0,90,2,16,1,53,53,53
51004, Filatov Lug ,7284020,12,walk,developer                 ,0,118,4,16,1,53,53,53
51005, Filatov Lug ,12754200,12,walk,developer                 ,0,47,12,16,2,53,53,53
51006, Filatov Lug ,14370840,12,walk,developer                 ,0,119,16,16,,53,53,53
51007, Filatov Lug ,15564400,12,walk,developer                 ,0,108,7,16,3,53,53,53
51008, Filatov Lug ,15622850,12,walk,developer                 ,0,124,8,16,3,53,53,53
51009, Filatov Lug ,7555100,12,walk,developer                 ,0,111,16,16,1,53,53,53
51010, Filatov Lug ,7555100,12,walk,developer                 ,0,123,13,16,1,53,53,53
51011, Filatov Lug ,9958620,12,walk,developer                 ,0,118,11,16,,53,53,53
51012, Filatov Lug ,9868230,12,walk,developer                 ,0,102,8,16,1,53,53,53
51013, Filatov Lug ,9321270,12,walk,developer                 ,0,13,10,16,1,53,53,53
51014, Filatov Lug ,12797200,12,walk,developer                 ,0,109,10,16,,53,53,53
51015, Filatov Lug ,14443200,12,walk,developer                 ,0,115,1,16,3,53,53,53
51016, Filatov Lug ,7844040,12,walk,developer                 ,0,112,2,16,1,53,53,53
51017, Filatov Lug ,10779820,12,walk,developer                 ,0,107,13,16,,53,53,53
51018, Filatov Lug ,9410520,12,walk,developer                 ,0,109,16,16,1,53,53,53
51019, Filatov Lug ,12194780,12,walk,developer                 ,0,104,12,16,,53,53,53
51020, Filatov Lug ,15232250,12,walk,developer                 ,0,112,11,16,,53,53,53
51021, Filatov Lug ,12147350,12,walk,developer                 ,0,111,10,16,,53,53,53
51022, Filatov Lug ,10499800,12,walk,developer                 ,0,92,1,16,2,53,53,53
51023, Filatov Lug ,12215860,12,walk,developer                 ,0,104,16,16,,53,53,53
51024, Filatov Lug ,15881700,12,walk,developer                 ,0,101,15,16,,53,53,53
51025, Filatov Lug ,11148250,12,walk,developer                 ,0,120,11,16,,53,53,53
51026, Rizhskaia ,13061160,18,walk,developer                 ,0,106,10,21,,53,53,53
51027, Tulskaia ,21950000,10,transport,owner                 ,0,776,3,5,3,71,56,9
51028, Buninskaia Alleia ,9381960,20,transport,developer                 ,0,130,14,17,1,53,53,53
51029, Filatov Lug ,8164150,12,walk,developer                 ,0,106,10,16,1,53,53,53
51030, Rizhskaia ,13061160,18,walk,developer                 ,0,106,10,21,,53,53,53
51031, Buninskaia Alleia ,8970520,20,transport,developer                 ,0,40,16,17,1,53,53,53
51032, Buninskaia Alleia ,9289140,20,transport,developer                 ,0,32,12,17,1,53,53,53
51033, Filatov Lug ,10070320,12,walk,developer                 ,0,117,16,16,1,53,53,53
51034, Filatov Lug ,9180680,12,walk,developer                 ,0,114,1,16,1,53,53,53
51035, Filatov Lug ,10053480,12,walk,developer                 ,0,83,12,16,1,53,53,53
51036, Filatov Lug ,10870290,12,walk,developer                 ,0,74,16,16,,53,53,53
51037, Fili ,23492700,10,walk,developer                 ,0,5,14,20,2,53,53,53
51038, Filatov Lug ,9336360,13,walk,developer                 ,0,24,12,17,,53,53,53
51039, Spartak ,16251170,12,walk,developer                 ,0,24,12,12,,53,53,53
51040, Butyrskaia ,13941960,12,walk,developer                 ,0,106,19,33,,53,53,53
51041,Outskirts,8686260,0,walk,developer                 ,0,2,25,25,2,53,53,53
51042,Outskirts,8759760,0,walk,developer                 ,0,2,25,25,1,53,53,53
51043,Outskirts,8976000,0,walk,developer                 ,0,2,12,25,1,53,53,53
51044,Outskirts,8895360,0,walk,developer                 ,0,1,5,25,1,53,53,53
51045,Outskirts,8580873,0,walk,developer                 ,0,133,33,33,1,53,53,53
51046,Outskirts,13392120,0,walk,developer                 ,0,159,22,33,1,53,53,53
51047, Filatov Lug ,12833080,12,walk,developer                 ,0,112,16,16,,53,53,53
51048,Outskirts,14975136,0,walk,developer                 ,0,137,8,33,,53,53,53
51049,Outskirts,19272432,0,walk,developer                 ,0,130,13,33,,53,53,53
51050,Outskirts,11403315,0,walk,developer                 ,0,147,33,33,,53,53,53
51051,Outskirts,12606000,0,walk,developer                 ,0,151,13,33,,53,53,53
51052,Outskirts,10879400,0,walk,developer                 ,0,135,26,33,,53,53,53
51053,Outskirts,15391700,0,walk,developer                 ,0,129,28,33,,53,53,53
51054,Outskirts,19623912,0,walk,developer                 ,0,139,23,33,,53,53,53
51055,Outskirts,11001120,0,walk,developer                 ,0,122,31,33,1,53,53,53
51056,Outskirts,10892488,0,walk,developer                 ,0,118,30,33,,53,53,53
51057,Outskirts,15572304,0,walk,developer                 ,0,133,32,33,,53,53,53
51058, Tulskaia ,21950000,10,transport,owner                 ,0,776,3,5,3,71,56,9
