,metro,price,minutes,way,provider,fee_percent,views,storey,storeys,rooms,total_area,living_area,kitchen_area
141587,Outskirts,25393319,0,transport,agency                 ,0,57,5,8,2,53,53,53
141588,Outskirts,33300000,0,transport,agency                 ,0,45,7,32,3,53,53,53
141589,Outskirts,20320032,0,transport,agency                 ,0,62,3,8,1,53,53,53
141590,Outskirts,16900000,0,transport,agency                 ,0,57,31,32,1,53,53,53
141591,Outskirts,18900000,0,transport,agency                 ,0,69,2,8,1,53,53,53
141592,Outskirts,31900000,0,transport,agency                 ,0,64,2,8,1,53,53,53
141593,Outskirts,8900000,0,transport,agency                 ,0,128,2,9,1,53,53,53
141594,Outskirts,29900000,0,transport,agency                 ,0,55,19,33,3,53,53,53
141595,Outskirts,19697480,0,transport,agency                 ,0,64,3,8,1,53,53,53
141596,Outskirts,10000000,0,transport,agency                 ,0,30,9,9,1,53,53,53
141597,Outskirts,14662500,0,transport,agency                 ,0,23,34,45,2,53,53,53
141598,Outskirts,15974000,0,transport,agency                 ,0,44,35,45,2,53,53,53
141599,Outskirts,12500000,0,transport,agency                 ,0,101,8,30,1,53,53,53
141600,Outskirts,14563500,0,transport,agency                 ,0,56,7,45,2,53,53,53
141601,Outskirts,15022000,0,transport,agency                 ,0,52,12,45,2,53,53,53
141602,Outskirts,14735050,0,transport,agency                 ,0,19,9,45,2,53,53,53
141603,Outskirts,15933250,0,transport,agency                 ,0,121,34,45,2,53,53,53
141604,Outskirts,17074250,0,transport,agency                 ,0,56,21,45,2,53,53,53
141605,Outskirts,19028400,0,transport,agency                 ,0,81,20,45,3,53,53,53
141606,Outskirts,17398200,0,transport,agency                 ,0,14,31,45,2,53,53,53
141607,Outskirts,14867200,0,transport,agency                 ,0,58,10,45,2,53,53,53
141608,Outskirts,17277150,0,transport,agency                 ,0,59,9,45,2,53,53,53
141609, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141610,Outskirts,15066000,0,transport,agency                 ,0,53,14,45,2,53,53,53
141611,Outskirts,17265900,0,transport,agency                 ,0,52,4,45,2,53,53,53
141612,Outskirts,17243000,0,transport,agency                 ,0,54,3,45,2,53,53,53
141613,Outskirts,14100000,0,transport,agency                 ,0,51,17,17,2,53,53,53
141614,Outskirts,11500000,0,transport,agency                 ,0,57,14,30,1,53,53,53
141615,Outskirts,14461900,0,transport,agency                 ,0,108,4,45,2,53,53,53
141616,Outskirts,14782000,0,transport,agency                 ,0,54,22,45,2,53,53,53
141617,Outskirts,14867200,0,transport,agency                 ,0,47,10,45,2,53,53,53
141618,Outskirts,14855400,0,transport,agency                 ,0,57,36,45,2,53,53,53
141619,Outskirts,17000000,0,transport,agency                 ,0,64,2,45,2,53,53,53
141620,Outskirts,16014750,0,transport,agency                 ,0,52,36,45,2,53,53,53
141621,Outskirts,14490000,0,transport,agency                 ,0,58,2,45,2,53,53,53
141622,Outskirts,435081780,0,transport,agency                 ,0,123,1,7,8,53,53,53
141623,Outskirts,14429250,0,transport,agency                 ,0,53,5,45,2,53,53,53
141624,Outskirts,16590000,0,transport,agency                 ,0,17,4,16,2,53,53,53
141625,Outskirts,19406400,0,transport,agency                 ,0,58,39,45,2,53,53,53
141626,Outskirts,30000000,0,transport,agency                 ,0,107,14,36,3,53,53,53
141627,Outskirts,19102200,0,transport,agency                 ,0,100,19,45,3,53,53,53
141628,Outskirts,144000000,0,transport,agency                 ,0,50,37,85,3,53,53,53
141629,Outskirts,15811000,0,transport,agency                 ,0,47,31,45,2,53,53,53
141630,Outskirts,17248400,0,transport,agency                 ,0,19,5,45,2,53,53,53
141631,Outskirts,18500000,0,transport,owner                 ,0,15,3,18,2,53,53,53
141632,Outskirts,25900000,0,transport,agency                 ,0,94,1,5,3,53,53,53
141633,Outskirts,147456000,0,transport,agency                 ,0,99,2,12,1,53,53,53
141634,Outskirts,6800000,0,transport,owner                 ,0,27,11,15,1,53,53,53
141635,Outskirts,163240000,0,transport,agency                 ,0,81,68,80,1,53,53,53
141636,Outskirts,344000000,0,transport,agency                 ,0,87,6,57,6,53,53,53
141637,Outskirts,92000000,0,transport,agency                 ,0,12,4,8,3,53,53,53
141638,Outskirts,150000000,0,transport,agency                 ,0,56,9,12,3,53,53,53
141639,Outskirts,24000000,0,transport,agency                 ,0,18,1,4,2,53,53,53
141640, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141641,Outskirts,12000000,0,transport,owner                 ,0,24,7,17,1,53,53,53
141642,Outskirts,80000000,0,transport,agency                 ,0,17,4,39,3,53,53,53
141643,Outskirts,493131761,0,transport,agency                 ,0,8,2,5,3,53,53,53
141644,Outskirts,9800000,0,transport,owner                 ,0,136,2,5,2,53,53,53
141645,Outskirts,67000000,0,transport,agency                 ,0,144,13,18,5,53,53,53
141646,Outskirts,4100000,0,transport,agency                 ,0,111,2,17,1,53,53,53
141647,Outskirts,3400000,0,transport,agency                 ,0,15,5,5,1,53,53,53
141648,Outskirts,9200000,0,transport,agency                 ,0,74,2,16,1,53,53,53
141649,Outskirts,12000000,0,transport,agency                 ,0,59,19,20,1,53,53,53
141650,Outskirts,8900000,0,transport,agency                 ,0,125,2,17,2,53,53,53
141651,Outskirts,4100000,0,transport,agency                 ,0,99,2,17,1,53,53,53
141652,Outskirts,35700000,0,transport,agency                 ,0,101,8,8,3,53,53,53
141653,Outskirts,46800000,0,transport,agency                 ,0,66,13,30,4,53,53,53
141654,Outskirts,15000000,0,transport,agency                 ,0,16,14,17,2,53,53,53
141655,Outskirts,59500000,0,transport,agency                 ,0,73,8,12,2,53,53,53
141656,Outskirts,11800000,0,transport,agency                 ,0,105,5,5,2,53,53,53
141657,Outskirts,55555555,0,transport,agency                 ,0,64,74,96,1,53,53,53
141658,Outskirts,149600000,0,transport,agency                 ,0,51,25,28,5,53,53,53
141659,Outskirts,10300000,0,transport,agency                 ,0,22,4,5,1,53,53,53
141660,Outskirts,39000000,0,transport,agency                 ,0,100,17,75,3,53,53,53
141661,Outskirts,28500000,0,transport,owner                 ,0,85,2,6,2,53,53,53
141662,Outskirts,20990000,0,transport,agency                 ,0,64,6,8,3,53,53,53
141663,Outskirts,5835000,0,transport,agency                 ,0,17,6,9,1,53,53,53
141664,Outskirts,26000000,0,transport,agency                 ,0,59,27,80,2,53,53,53
141665,Outskirts,33000000,0,transport,agency                 ,0,61,7,22,2,53,53,53
141666,Outskirts,209000000,0,transport,agency                 ,0,87,2,11,4,53,53,53
141667,Outskirts,541800000,0,transport,agency                 ,0,128,2,8,4,53,53,53
141668,Outskirts,24200000,0,transport,agency                 ,0,81,2,6,1,53,53,53
141669,Outskirts,39000000,0,transport,agency                 ,0,51,33,75,3,53,53,53
141670,Outskirts,15000000,0,transport,agency                 ,0,154,6,14,3,53,53,53
141671, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141672,Outskirts,165000000,0,transport,agency                 ,0,23,4,6,6,53,53,53
141673,Outskirts,28000000,0,transport,agency                 ,0,85,4,9,3,53,53,53
141674,Outskirts,39000000,0,transport,agency                 ,0,31,3,7,3,53,53,53
141675,Outskirts,12600000,0,transport,agency                 ,0,101,5,5,2,53,53,53
141676,Outskirts,16100000,0,transport,owner                 ,0,108,6,12,2,53,53,53
141677,Outskirts,135000000,0,transport,agency                 ,0,109,52,73,3,53,53,53
141678,Outskirts,18800000,0,transport,agency                 ,0,16,1,5,3,53,53,53
141679,Outskirts,9500000,0,transport,agency                 ,0,8,7,13,2,53,53,53
141680,Outskirts,13800000,0,transport,agency                 ,0,66,8,16,2,53,53,53
141681,Outskirts,12450000,0,transport,agency                 ,0,32,4,9,3,53,53,53
141682,Outskirts,2500000,0,transport,owner                 ,0,52,1,3,1,53,53,53
141683,Outskirts,8200000,0,transport,agency                 ,0,133,1,12,1,53,53,53
141684,Outskirts,157529610,0,transport,agency                 ,0,52,34,57,4,53,53,53
141685,Outskirts,78039000,0,transport,agency                 ,0,12,17,18,3,53,53,53
141686,Outskirts,140000000,0,transport,agency                 ,0,36,3,6,6,53,53,53
141687,Outskirts,68510000,0,transport,agency                 ,0,82,4,7,2,53,53,53
141688,Outskirts,53087500,0,transport,agency                 ,0,117,4,7,2,53,53,53
141689,Outskirts,113628000,0,transport,agency                 ,0,13,15,18,3,53,53,53
141690,Outskirts,5450000,0,transport,agency                 ,0,98,4,6,1,53,53,53
141691,Outskirts,5500000,0,transport,agency                 ,0,29,2,14,1,53,53,53
141692,Outskirts,12421800,0,transport,developer                 ,0,102,16,25,2,53,53,53
141693,Outskirts,181000000,0,transport,agency                 ,0,61,13,14,5,53,53,53
141694,Outskirts,102958381,0,transport,agency                 ,0,121,6,13,3,53,53,53
141695,Outskirts,145000000,0,transport,agency                 ,0,108,2,3,3,53,53,53
141696,Outskirts,14600000,0,transport,agency                 ,0,16,3,11,1,53,53,53
141697,Outskirts,55000000,0,transport,owner                 ,0,52,6,6,4,53,53,53
141698,Outskirts,28500000,0,transport,agency                 ,0,133,14,14,1,53,53,53
141699,Outskirts,36900000,0,transport,agency                 ,0,51,6,18,3,53,53,53
141700,Outskirts,19500000,0,transport,agency                 ,0,132,1,15,3,53,53,53
141701,Outskirts,3450000,0,transport,agency                 ,0,85,1,23,1,53,53,53
141702, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141703,Outskirts,17900000,0,transport,owner                 ,0,15,13,15,2,53,53,53
141704,Outskirts,26250000,0,transport,agency                 ,0,156,6,6,3,53,53,53
141705,Outskirts,22000000,0,transport,agency                 ,0,99,2,5,4,53,53,53
141706,Outskirts,64661000,0,transport,agency                 ,0,4,3,14,4,53,53,53
141707,Outskirts,86000000,0,transport,agency                 ,0,37,20,39,4,53,53,53
141708,Outskirts,22500000,0,transport,agency                 ,0,80,13,24,2,53,53,53
141709,Outskirts,21350000,0,transport,agency                 ,0,97,14,22,3,53,53,53
141710,Outskirts,106000000,0,transport,agency                 ,0,43,3,6,3,53,53,53
141711,Outskirts,10200000,0,transport,agency                 ,0,21,10,14,1,53,53,53
141712,Outskirts,23700000,0,transport,owner                 ,0,60,1,12,1,53,53,53
141713,Outskirts,45000000,0,transport,agency                 ,0,92,9,14,4,53,53,53
141714,Outskirts,110000000,0,transport,agency                 ,0,10,11,12,4,53,53,53
141715,Outskirts,77000000,0,transport,agency                 ,0,40,22,30,5,53,53,53
141716,Outskirts,67600548,0,transport,agency                 ,0,221,47,76,2,53,53,53
141717,Outskirts,399639021,0,transport,agency                 ,0,109,5,6,3,53,53,53
141718,Outskirts,232331004,0,transport,agency                 ,0,143,4,14,2,53,53,53
141719,Outskirts,41600956,0,transport,agency                 ,0,186,47,76,1,53,53,53
141720,Outskirts,22300000,0,transport,agency                 ,0,140,14,16,3,53,53,53
141721,Outskirts,89900000,0,transport,agency                 ,0,76,13,23,5,53,53,53
141722,Outskirts,32499000,0,transport,agency                 ,0,64,2,15,3,53,53,53
141723,Outskirts,54000000,0,transport,agency                 ,0,17,14,14,4,53,53,53
141724,Outskirts,9394017,0,transport,developer                 ,0,18,1,8,2,53,53,53
141725,Outskirts,27995000,0,transport,agency                 ,0,52,9,10,4,53,53,53
141726,Outskirts,27995000,0,transport,agency                 ,0,11,3,11,4,53,53,53
141727,Outskirts,199000000,0,transport,agency                 ,0,98,3,3,1,53,53,53
141728,Outskirts,42850000,0,transport,agency                 ,0,117,23,32,4,53,53,53
141729,Outskirts,12000000,0,transport,owner                 ,0,23,5,5,2,53,53,53
141730,Outskirts,38050000,0,transport,agency                 ,0,139,25,25,3,53,53,53
141731,Outskirts,31887000,0,transport,agency                 ,0,135,19,32,2,53,53,53
141732,Outskirts,25000000,0,transport,agency                 ,0,67,3,26,3,53,53,53
141733, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141734,Outskirts,17000000,0,transport,agency                 ,0,17,4,9,5,53,53,53
141735,Outskirts,13515200,0,transport,agency                 ,0,102,14,20,1,53,53,53
141736,Outskirts,24106200,0,transport,agency                 ,0,128,16,20,3,53,53,53
141737,Outskirts,21290000,0,transport,agency                 ,0,121,3,20,3,53,53,53
141738,Outskirts,23597800,0,transport,agency                 ,0,87,3,20,3,53,53,53
141739,Outskirts,13398300,0,transport,agency                 ,0,127,13,20,1,53,53,53
141740,Outskirts,20248600,0,transport,agency                 ,0,122,10,20,2,53,53,53
141741,Outskirts,20738100,0,transport,agency                 ,0,121,13,20,2,53,53,53
141742,Outskirts,21500000,0,transport,agency                 ,0,121,12,20,3,53,53,53
141743,Outskirts,21317500,0,transport,agency                 ,0,129,19,20,3,53,53,53
141744,Outskirts,20672300,0,transport,agency                 ,0,121,3,20,2,53,53,53
141745,Outskirts,16150000,0,transport,owner                 ,0,16,5,14,2,53,53,53
141746,Outskirts,15002700,0,transport,agency                 ,0,137,19,20,1,53,53,53
141747,Outskirts,7600000,0,transport,owner                 ,0,44,14,14,1,53,53,53
141748,Outskirts,170131979,0,transport,agency                 ,0,167,34,75,3,53,53,53
141749,Outskirts,110000000,0,transport,agency                 ,0,110,23,26,6,53,53,53
141750,Outskirts,125000000,0,transport,agency                 ,0,100,11,19,4,53,53,53
141751,Outskirts,200000000,0,transport,agency                 ,0,50,8,10,5,53,53,53
141752,Outskirts,23500000,0,transport,agency                 ,0,18,4,5,3,53,53,53
141753,Outskirts,33850000,0,transport,agency                 ,0,108,8,9,2,53,53,53
141754,Outskirts,35000000,0,transport,agency                 ,0,140,13,18,1,53,53,53
141755,Outskirts,86000000,0,transport,agency                 ,0,131,26,57,4,53,53,53
141756,Outskirts,23000000,0,transport,owner                 ,0,65,2,18,2,53,53,53
141757,Outskirts,97000000,0,transport,agency                 ,0,16,7,17,3,53,53,53
141758,Outskirts,18000000,0,transport,agency                 ,0,101,9,19,3,53,53,53
141759,Outskirts,120000000,0,transport,agency                 ,0,21,2,7,4,53,53,53
141760,Outskirts,270000000,0,transport,agency                 ,0,19,9,11,6,53,53,53
141761,Outskirts,65000000,0,transport,agency                 ,0,12,11,47,3,53,53,53
141762,Outskirts,128000000,0,transport,agency                 ,0,15,6,14,4,53,53,53
141763,Outskirts,165000000,0,transport,agency                 ,0,19,4,9,3,53,53,53
141764, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141765,Outskirts,79000000,0,transport,agency                 ,0,15,4,10,4,53,53,53
141766,Outskirts,125000000,0,transport,agency                 ,0,17,6,14,4,53,53,53
141767,Outskirts,80000000,0,transport,agency                 ,0,25,5,7,3,53,53,53
141768,Outskirts,128000000,0,transport,agency                 ,0,15,6,14,4,53,53,53
141769,Outskirts,155000000,0,transport,agency                 ,0,14,13,13,5,53,53,53
141770,Outskirts,52000000,0,transport,agency                 ,0,19,14,15,3,53,53,53
141771,Outskirts,53181100,0,transport,agency                 ,0,19,13,13,1,53,53,53
141772,Outskirts,872200000,0,transport,agency                 ,0,61,7,7,6,53,53,53
141773,Outskirts,25000000,0,transport,agency                 ,0,53,2,4,2,53,53,53
141774,Outskirts,14800000,0,transport,owner                 ,0,15,2,9,3,53,53,53
141775,Outskirts,149000000,0,transport,agency                 ,0,11,5,9,3,53,53,53
141776,Outskirts,53000000,0,transport,agency                 ,0,21,12,23,2,53,53,53
141777,Outskirts,30500000,0,transport,agency                 ,0,75,3,24,3,53,53,53
141778,Outskirts,27600000,0,transport,agency                 ,0,76,16,24,2,53,53,53
141779,Outskirts,120000000,0,transport,agency                 ,0,23,17,18,4,53,53,53
141780,Outskirts,225174320,0,transport,agency                 ,0,39,4,16,4,53,53,53
141781,Outskirts,89000000,0,transport,agency                 ,0,47,21,23,4,53,53,53
141782,Outskirts,109998000,0,transport,agency                 ,0,24,12,57,5,53,53,53
141783,Outskirts,159000000,0,transport,agency                 ,0,56,4,4,8,53,53,53
141784,Outskirts,130000000,0,transport,agency                 ,0,14,6,21,3,53,53,53
141785,Outskirts,73036080,0,transport,agency                 ,0,108,4,7,2,53,53,53
141786,Outskirts,48000000,0,transport,agency                 ,0,8,11,14,2,53,53,53
141787,Outskirts,112587160,0,transport,agency                 ,0,124,26,34,5,53,53,53
141788,Outskirts,130000000,0,transport,agency                 ,0,12,5,7,5,53,53,53
141789,Outskirts,17500000,0,transport,agency                 ,0,137,5,9,2,53,53,53
141790,Outskirts,18400000,0,transport,agency                 ,0,141,12,56,2,53,53,53
141791,Outskirts,82000000,0,transport,agency                 ,0,114,48,50,3,53,53,53
141792,Outskirts,54600000,0,transport,agency                 ,0,15,16,50,3,53,53,53
141793,Outskirts,25500000,0,transport,agency                 ,0,29,6,8,3,53,53,53
141794,Outskirts,57000000,0,transport,agency                 ,0,134,4,8,5,53,53,53
141795, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141796,Outskirts,16500000,0,transport,agency                 ,0,58,1,5,3,53,53,53
141797,Outskirts,41000000,0,transport,agency                 ,0,90,35,75,1,53,53,53
141798,Outskirts,99500000,0,transport,agency                 ,0,95,4,5,3,53,53,53
141799,Outskirts,68000000,0,transport,agency                 ,0,134,2,7,5,53,53,53
141800,Outskirts,19500000,0,transport,agency                 ,0,109,3,7,4,53,53,53
141801,Outskirts,60000000,0,transport,agency                 ,0,69,35,76,2,53,53,53
141802,Outskirts,21450000,0,transport,agency                 ,0,10,14,18,2,53,53,53
141803,Outskirts,77000000,0,transport,agency                 ,0,98,11,12,4,53,53,53
141804,Outskirts,76000000,0,transport,agency                 ,0,110,24,30,4,53,53,53
141805,Outskirts,165000000,0,transport,agency                 ,0,64,6,16,4,53,53,53
141806,Outskirts,71381240,0,transport,agency                 ,0,128,3,7,1,53,53,53
141807,Outskirts,300056400,0,transport,agency                 ,0,28,9,14,4,53,53,53
141808,Outskirts,88000000,0,transport,agency                 ,0,10,38,40,7,53,53,53
141809,Outskirts,20000000,0,transport,agency                 ,0,35,20,30,1,53,53,53
141810,Outskirts,130000000,0,transport,agency                 ,0,29,5,8,5,53,53,53
141811,Outskirts,120000000,0,transport,agency                 ,0,19,4,57,5,53,53,53
141812,Outskirts,112521150,0,transport,agency                 ,0,34,38,40,6,53,53,53
141813,Outskirts,262549350,0,transport,agency                 ,0,48,21,57,6,53,53,53
141814,Outskirts,93000000,0,transport,agency                 ,0,12,3,17,3,53,53,53
141815,Outskirts,65000000,0,transport,agency                 ,0,11,5,6,6,53,53,53
141816,Outskirts,312058656,0,transport,agency                 ,0,153,3,6,5,53,53,53
141817,Outskirts,150000000,0,transport,agency                 ,0,99,9,19,5,53,53,53
141818,Outskirts,130000000,0,transport,agency                 ,0,141,17,18,5,53,53,53
141819,Outskirts,77000000,0,transport,agency                 ,0,12,2,21,1,53,53,53
141820,Outskirts,374933500,0,transport,agency                 ,0,159,6,8,4,53,53,53
141821,Outskirts,225042300,0,transport,agency                 ,0,31,2,12,3,53,53,53
141822,Outskirts,85000000,0,transport,agency                 ,0,74,11,30,3,53,53,53
141823,Outskirts,42000000,0,transport,agency                 ,0,28,2,7,2,53,53,53
141824,Outskirts,675126900,0,transport,agency                 ,0,35,4,6,1,53,53,53
141825,Outskirts,187535250,0,transport,agency                 ,0,84,3,6,3,53,53,53
141826, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141827,Outskirts,128000000,0,transport,agency                 ,0,18,5,12,5,53,53,53
141828,Outskirts,175000000,0,transport,agency                 ,0,28,4,4,4,53,53,53
141829,Outskirts,135025380,0,transport,agency                 ,0,54,20,48,4,53,53,53
141830,Outskirts,198937393,0,transport,agency                 ,0,33,1,7,5,53,53,53
141831,Outskirts,251904510,0,transport,agency                 ,0,10,2,6,4,53,53,53
141832,Outskirts,61751607,0,transport,agency                 ,0,29,30,54,3,53,53,53
141833,Outskirts,364568526,0,transport,agency                 ,0,34,6,7,1,53,53,53
141834,Outskirts,105000000,0,transport,agency                 ,0,38,1,5,6,53,53,53
141835,Outskirts,120000000,0,transport,agency                 ,0,25,20,48,4,53,53,53
141836,Outskirts,10430000,0,transport,owner                 ,0,35,12,12,1,53,53,53
141837,Outskirts,23900000,0,transport,agency                 ,0,77,4,8,2,53,53,53
141838,Outskirts,12800000,0,transport,agency                 ,0,32,1,12,2,53,53,53
141839,Outskirts,17700000,0,transport,agency                 ,0,84,4,18,3,53,53,53
141840,Outskirts,12200000,0,transport,agency                 ,0,68,2,17,2,53,53,53
141841,Outskirts,257342080,0,transport,agency                 ,0,197,3,6,4,53,53,53
141842,Outskirts,11250000,0,transport,agency                 ,0,142,1,14,2,53,53,53
141843,Outskirts,63000000,0,transport,agency                 ,0,87,20,37,3,53,53,53
141844,Outskirts,318087000,0,transport,agency                 ,0,64,4,12,4,53,53,53
141845,Outskirts,67900000,0,transport,agency                 ,0,20,3,4,4,53,53,53
141846,Outskirts,12950000,0,transport,agency                 ,0,24,3,14,2,53,53,53
141847,Outskirts,4600000,0,transport,agency                 ,0,27,1,16,1,53,53,53
141848,Outskirts,9500000,0,transport,agency                 ,0,115,9,17,1,53,53,53
141849,Outskirts,54999999,0,transport,agency                 ,0,61,6,22,4,53,53,53
141850,Outskirts,599999999,0,transport,agency                 ,0,12,14,14,9,53,53,53
141851,Outskirts,16300000,0,transport,agency                 ,0,126,12,13,2,53,53,53
141852,Outskirts,18000000,0,transport,agency                 ,0,114,28,36,1,53,53,53
141853,Outskirts,23000000,0,transport,agency                 ,0,20,5,6,2,53,53,53
141854,Outskirts,16600000,0,transport,agency                 ,0,13,15,22,3,53,53,53
141855,Outskirts,42953341,0,transport,agency                 ,0,23,7,15,2,53,53,53
141856,Outskirts,40832290,0,transport,agency                 ,0,24,13,15,2,53,53,53
141857, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141858,Outskirts,23770655,0,transport,agency                 ,0,62,7,15,1,53,53,53
141859,Outskirts,56648629,0,transport,agency                 ,0,28,15,15,2,53,53,53
141860,Outskirts,51488226,0,transport,agency                 ,0,21,11,15,3,53,53,53
141861,Outskirts,26958195,0,transport,agency                 ,0,16,5,15,1,53,53,53
141862,Outskirts,34288459,0,transport,agency                 ,0,6,3,11,2,53,53,53
141863,Outskirts,27064915,0,transport,agency                 ,0,21,7,15,1,53,53,53
141864,Outskirts,42041102,0,transport,agency                 ,0,19,7,15,2,53,53,53
141865,Outskirts,46325250,0,transport,agency                 ,0,8,12,21,4,53,53,53
141866,Outskirts,81183412,0,transport,agency                 ,0,6,10,13,4,53,53,53
141867,Outskirts,30450905,0,transport,agency                 ,0,22,13,15,1,53,53,53
141868,Outskirts,44197590,0,transport,agency                 ,0,24,7,15,2,53,53,53
141869,Outskirts,27915580,0,transport,agency                 ,0,19,7,15,1,53,53,53
141870,Outskirts,20230244,0,transport,agency                 ,0,35,4,12,1,53,53,53
141871,Outskirts,13500000,0,transport,owner                 ,0,25,10,12,2,53,53,53
141872,Outskirts,86663905,0,transport,agency                 ,0,39,9,12,3,53,53,53
141873,Outskirts,45000000,0,transport,agency                 ,0,144,12,15,6,53,53,53
141874,Outskirts,46000000,0,transport,agency                 ,0,67,9,19,3,53,53,53
141875,Outskirts,75000000,0,transport,agency                 ,0,139,2,6,5,53,53,53
141876,Outskirts,250000000,0,transport,agency                 ,0,88,5,10,4,53,53,53
141877,Outskirts,15200000,0,transport,agency                 ,0,19,14,30,1,53,53,53
141878,Outskirts,20500000,0,transport,agency                 ,0,12,12,58,2,53,53,53
141879,Outskirts,24500000,0,transport,agency                 ,0,64,7,18,2,53,53,53
141880,Outskirts,25900000,0,transport,agency                 ,0,12,4,11,3,53,53,53
141881,Outskirts,10200000,0,transport,agency                 ,0,105,2,9,2,53,53,53
141882,Outskirts,360566249,0,transport,agency                 ,0,129,5,8,5,53,53,53
141883,Outskirts,761195414,0,transport,agency                 ,0,116,14,14,5,53,53,53
141884,Outskirts,149835308,0,transport,agency                 ,0,127,3,5,4,53,53,53
141885,Outskirts,224811000,0,transport,agency                 ,0,101,7,14,3,53,53,53
141886,Outskirts,247292100,0,transport,agency                 ,0,110,12,12,3,53,53,53
141887,Outskirts,621977100,0,transport,agency                 ,0,77,9,14,5,53,53,53
141888, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141889,Outskirts,56810022,0,transport,agency                 ,0,30,12,30,2,53,53,53
141890,Outskirts,140000000,0,transport,agency                 ,0,63,10,17,4,53,53,53
141891,Outskirts,75000000,0,transport,agency                 ,0,132,9,11,4,53,53,53
141892,Outskirts,440000000,0,transport,agency                 ,0,74,3,5,5,53,53,53
141893,Outskirts,7100000,0,transport,agency                 ,0,11,13,17,1,53,53,53
141894,Outskirts,68445810,0,transport,agency                 ,0,116,13,53,3,53,53,53
141895,Outskirts,392616582,0,transport,agency                 ,0,133,6,8,5,53,53,53
141896,Outskirts,472742415,0,transport,agency                 ,0,95,30,31,7,53,53,53
141897,Outskirts,316497040,0,transport,agency                 ,0,79,2,6,6,53,53,53
141898,Outskirts,72000000,0,transport,agency                 ,0,56,18,53,3,53,53,53
141899,Outskirts,299748000,0,transport,agency                 ,0,129,8,14,3,53,53,53
141900,Outskirts,384603998,0,transport,agency                 ,0,102,7,7,4,53,53,53
141901,Outskirts,200000000,0,transport,agency                 ,0,85,5,5,3,53,53,53
141902,Outskirts,374685000,0,transport,agency                 ,0,131,29,30,5,53,53,53
141903,Outskirts,48500000,0,transport,agency                 ,0,73,21,31,3,53,53,53
141904,Outskirts,741876300,0,transport,agency                 ,0,111,7,7,6,53,53,53
141905,Outskirts,280440416,0,transport,agency                 ,0,104,1,8,5,53,53,53
141906,Outskirts,167311980,0,transport,agency                 ,0,111,12,30,3,53,53,53
141907,Outskirts,232925797,0,transport,agency                 ,0,146,28,30,5,53,53,53
141908,Outskirts,175000000,0,transport,agency                 ,0,57,2,12,4,53,53,53
141909,Outskirts,239798400,0,transport,agency                 ,0,91,4,6,3,53,53,53
141910,Outskirts,315000000,0,transport,agency                 ,0,83,4,14,4,53,53,53
141911,Outskirts,251038950,0,transport,agency                 ,0,130,6,10,6,53,53,53
141912,Outskirts,560880831,0,transport,agency                 ,0,117,3,5,4,53,53,53
141913,Outskirts,359697600,0,transport,agency                 ,0,108,2,6,5,53,53,53
141914,Outskirts,310000000,0,transport,agency                 ,0,64,8,9,5,53,53,53
141915,Outskirts,221064150,0,transport,agency                 ,0,49,2,7,4,53,53,53
141916,Outskirts,110250000,0,transport,agency                 ,0,59,6,12,3,53,53,53
141917,Outskirts,445875150,0,transport,agency                 ,0,137,3,5,4,53,53,53
141918,Outskirts,360566249,0,transport,agency                 ,0,135,10,10,5,53,53,53
141919, Tulskaia ,21950000,10,transport,owner                 ,0,781,3,5,3,71,56,9
141920,Outskirts,258532650,0,transport,agency                 ,0,110,2,7,4,53,53,53
141921,Outskirts,45000000,0,transport,agency                 ,0,8,34,43,3,53,53,53
141922,Outskirts,235569949,0,transport,agency                 ,0,130,29,31,5,53,53,53
141923,Outskirts,125483985,0,transport,agency                 ,0,128,32,53,4,53,53,53
141924,Outskirts,38600000,0,transport,agency                 ,0,37,4,4,4,53,53,53
141925,Outskirts,184964620,0,transport,agency                 ,0,182,1,18,4,53,53,53
141926,Outskirts,58000000,0,transport,agency                 ,0,83,5,7,4,53,53,53
141927,Outskirts,72377460,0,transport,agency                 ,0,182,6,12,3,53,53,53
141928,Outskirts,31200000,0,transport,owner                 ,0,18,2,5,2,53,53,53
141929,Outskirts,32407210,0,transport,developer                 ,0,62,2,32,3,53,53,53
141930,Outskirts,33405600,0,transport,developer                 ,0,99,8,32,3,53,53,53
141931,Outskirts,6612374,0,transport,developer                 ,0,17,17,17,1,53,53,53
141932,Outskirts,5717760,0,transport,developer                 ,0,19,3,9,1,53,53,53
141933,Outskirts,10394130,0,transport,developer                 ,0,15,2,9,2,53,53,53
141934,Outskirts,6237007,0,transport,developer                 ,0,14,5,15,1,53,53,53
